7,7,0.0357821669304699,0.0357821669304699
9,9,0.361778244130547,0.361778244130547
11,11,3.15516833214594,3.15516833214594
11,11,2.58263774474914,2.58263774474914
11,11,3.57916345120515,3.57916345120515
11,11,4.49459063114458,4.49459063114458
11,11,3.49483833353498,3.49483833353498
11,11,3.48167667373176,3.48167667373176
11,11,3.45671606680594,3.45671606680594
11,11,3.0020724534524,3.0020724534524
11,11,1.59989355750895,1.59989355750895
11,11,3.03904944796343,3.03904944796343
12,12,1.14125859674148,1.14125859674148
13,13,0.19129291031387,0.19129291031387
13,13,0.960090245169087,0.960090245169087
19,19,0.364257833337023,0.364257833337023
19,19,0.0722136791265253,0.0722136791265253
19,19,1.36391207396529,1.36391207396529
